id,type,x,y,weight_to_RIGHT,weight_to_UP,weight_to_LEFT,weight_to_DOWN,weight_for_WAIT
216,.,6,24,0.5,0.5,1.0,1.0,1.0
217,.,6,25,0.5,1.0,1.0,0.5,1.0
218,.,6,26,inf,0.5,1.0,inf,1.0
219,@,6,27,inf,inf,inf,inf,inf
220,.,6,28,0.5,0.5,inf,1.0,1.0
221,.,6,29,0.5,1.0,1.0,inf,1.0
222,.,6,30,inf,inf,1.0,1.0,1.0
223,@,6,31,inf,inf,inf,inf,inf
224,.,7,0,inf,0.5,inf,1.0,1.0
225,@,7,1,inf,inf,inf,inf,inf
226,.,7,2,1.0,0.5,inf,1.0,1.0
227,.,7,3,1.0,1.0,0.5,0.5,1.0
228,.,7,4,inf,0.5,0.5,1.0,1.0
229,@,7,5,inf,inf,inf,inf,inf
230,.,7,6,1.0,inf,inf,inf,1.0
231,.,7,7,1.0,1.0,0.5,0.5,1.0
232,.,7,8,1.0,0.5,0.5,1.0,1.0
233,.,7,9,1.0,inf,0.5,0.5,1.0
234,.,7,10,1.0,inf,0.5,1.0,1.0
235,.,7,11,1.0,1.0,0.5,0.5,1.0
236,.,7,12,1.0,0.5,0.5,1.0,1.0
237,.,7,13,1.0,1.0,0.5,0.5,1.0
238,.,7,14,1.0,0.5,0.5,1.0,1.0
239,.,7,15,1.0,1.0,0.5,0.5,1.0
240,.,7,16,1.0,0.5,0.5,inf,1.0
241,.,7,17,1.0,1.0,0.5,0.5,1.0
242,.,7,18,1.0,0.5,0.5,1.0,1.0
243,.,7,19,1.0,inf,0.5,0.5,1.0
244,.,7,20,inf,0.5,0.5,1.0,1.0
245,@,7,21,inf,inf,inf,inf,inf
246,@,7,22,inf,inf,inf,inf,inf
247,.,7,23,1.0,1.0,inf,0.5,1.0
248,.,7,24,1.0,0.5,0.5,inf,1.0
249,.,7,25,inf,1.0,0.5,0.5,1.0
250,@,7,26,inf,inf,inf,inf,inf
251,.,7,27,1.0,inf,inf,0.5,1.0
252,.,7,28,inf,0.5,0.5,1.0,1.0
253,@,7,29,inf,inf,inf,inf,inf
254,.,7,30,1.0,0.5,inf,1.0,1.0
255,.,7,31,inf,inf,0.5,0.5,1.0
256,.,8,0,0.5,0.5,inf,1.0,1.0
257,.,8,1,0.5,inf,1.0,0.5,1.0
258,.,8,2,0.5,0.5,1.0,inf,1.0
259,.,8,3,0.5,1.0,1.0,0.5,1.0
260,.,8,4,0.5,0.5,1.0,inf,1.0
261,.,8,5,inf,inf,1.0,0.5,1.0
262,@,8,6,inf,inf,inf,inf,inf
263,.,8,7,0.5,1.0,inf,0.5,1.0
264,.,8,8,0.5,0.5,1.0,1.0,1.0
265,.,8,9,0.5,1.0,1.0,0.5,1.0
266,.,8,10,0.5,0.5,1.0,1.0,1.0
267,.,8,11,0.5,1.0,1.0,0.5,1.0
268,.,8,12,0.5,0.5,1.0,1.0,1.0
269,.,8,13,0.5,1.0,1.0,0.5,1.0
270,.,8,14,0.5,0.5,1.0,1.0,1.0
271,.,8,15,inf,1.0,1.0,0.5,1.0
272,@,8,16,inf,inf,inf,inf,inf
273,.,8,17,0.5,1.0,inf,inf,1.0
274,.,8,18,0.5,0.5,1.0,1.0,1.0
275,.,8,19,0.5,1.0,1.0,inf,1.0
276,.,8,20,0.5,0.5,1.0,1.0,1.0
277,.,8,21,0.5,inf,1.0,0.5,1.0
278,.,8,22,0.5,inf,1.0,1.0,1.0
279,.,8,23,inf,1.0,1.0,0.5,1.0
280,@,8,24,inf,inf,inf,inf,inf
281,.,8,25,inf,1.0,inf,0.5,1.0
282,@,8,26,inf,inf,inf,inf,inf
283,.,8,27,0.5,1.0,inf,inf,1.0
284,.,8,28,0.5,0.5,1.0,inf,1.0
285,.,8,29,0.5,inf,1.0,0.5,1.0
286,.,8,30,0.5,0.5,1.0,1.0,1.0
287,.,8,31,inf,1.0,1.0,0.5,1.0
288,.,9,0,1.0,0.5,inf,inf,1.0
289,.,9,1,inf,1.0,0.5,0.5,1.0
290,@,9,2,inf,inf,inf,inf,inf
291,.,9,3,inf,1.0,inf,0.5,1.0
292,@,9,4,inf,inf,inf,inf,inf
293,.,9,5,1.0,1.0,inf,0.5,1.0
294,.,9,6,1.0,inf,0.5,1.0,1.0
295,.,9,7,1.0,1.0,0.5,0.5,1.0
296,.,9,8,1.0,0.5,0.5,1.0,1.0
297,.,9,9,1.0,1.0,0.5,0.5,1.0
298,.,9,10,1.0,0.5,0.5,1.0,1.0
299,.,9,11,1.0,1.0,0.5,0.5,1.0
300,.,9,12,1.0,0.5,0.5,inf,1.0
301,.,9,13,1.0,1.0,0.5,0.5,1.0
302,.,9,14,1.0,0.5,0.5,inf,1.0
303,.,9,15,1.0,1.0,0.5,0.5,1.0
304,.,9,16,inf,inf,0.5,1.0,1.0
305,@,9,17,inf,inf,inf,inf,inf
306,.,9,18,inf,0.5,inf,1.0,1.0
307,@,9,19,inf,inf,inf,inf,inf
308,.,9,20,1.0,0.5,inf,1.0,1.0
309,.,9,21,1.0,1.0,0.5,0.5,1.0
310,.,9,22,1.0,0.5,0.5,inf,1.0
311,.,9,23,1.0,1.0,0.5,0.5,1.0
312,.,9,24,1.0,inf,0.5,1.0,1.0
313,.,9,25,1.0,1.0,0.5,0.5,1.0
314,.,9,26,inf,inf,0.5,inf,1.0
315,@,9,27,inf,inf,inf,inf,inf
316,@,9,28,inf,inf,inf,inf,inf
317,.,9,29,1.0,1.0,inf,0.5,1.0
318,.,9,30,1.0,0.5,0.5,1.0,1.0
319,.,9,31,inf,1.0,0.5,0.5,1.0
320,@,10,0,inf,inf,inf,inf,inf
321,.,10,1,inf,1.0,inf,0.5,1.0
322,@,10,2,inf,inf,inf,inf,inf
323,.,10,3,0.5,1.0,inf,0.5,1.0
324,.,10,4,0.5,inf,1.0,1.0,1.0
325,.,10,5,0.5,1.0,1.0,0.5,1.0
326,.,10,6,0.5,0.5,1.0,1.0,1.0
327,.,10,7,0.5,1.0,1.0,0.5,1.0
328,.,10,8,0.5,0.5,1.0,1.0,1.0
329,.,10,9,0.5,1.0,1.0,0.5,1.0
330,.,10,10,0.5,0.5,1.0,1.0,1.0
331,.,10,11,inf,1.0,1.0,0.5,1.0
332,@,10,12,inf,inf,inf,inf,inf
333,.,10,13,inf,1.0,inf,0.5,1.0
334,@,10,14,inf,inf,inf,inf,inf
335,.,10,15,0.5,1.0,inf,0.5,1.0
336,.,10,16,0.5,0.5,1.0,1.0,1.0
337,.,10,17,0.5,inf,1.0,0.5,1.0
338,.,10,18,0.5,0.5,1.0,inf,1.0
339,.,10,19,0.5,inf,1.0,0.5,1.0
340,.,10,20,0.5,0.5,1.0,inf,1.0
341,.,10,21,inf,1.0,1.0,0.5,1.0
342,@,10,22,inf,inf,inf,inf,inf
343,.,10,23,0.5,1.0,inf,0.5,1.0
344,.,10,24,0.5,0.5,1.0,1.0,1.0
345,.,10,25,inf,1.0,1.0,0.5,1.0
346,@,10,26,inf,inf,inf,inf,inf
347,.,10,27,0.5,inf,inf,0.5,1.0
348,.,10,28,0.5,inf,1.0,1.0,1.0
349,.,10,29,0.5,1.0,1.0,0.5,1.0
350,.,10,30,0.5,0.5,1.0,inf,1.0
351,.,10,31,inf,1.0,1.0,0.5,1.0
352,.,11,0,1.0,inf,inf,1.0,1.0
353,.,11,1,1.0,1.0,0.5,0.5,1.0
354,.,11,2,1.0,inf,0.5,inf,1.0
355,.,11,3,1.0,1.0,0.5,0.5,1.0
356,.,11,4,1.0,0.5,0.5,1.0,1.0
357,.,11,5,1.0,1.0,0.5,0.5,1.0
358,.,11,6,1.0,0.5,0.5,1.0,1.0
359,.,11,7,1.0,1.0,0.5,0.5,1.0
360,.,11,8,1.0,0.5,0.5,inf,1.0
361,.,11,9,1.0,1.0,0.5,0.5,1.0
362,.,11,10,1.0,0.5,0.5,inf,1.0
363,.,11,11,inf,1.0,0.5,0.5,1.0
364,@,11,12,inf,inf,inf,inf,inf
365,.,11,13,1.0,1.0,inf,inf,1.0
366,.,11,14,1.0,inf,0.5,1.0,1.0
367,.,11,15,1.0,1.0,0.5,inf,1.0
368,.,11,16,1.0,0.5,0.5,1.0,1.0
369,.,11,17,inf,1.0,0.5,0.5,1.0
370,@,11,18,inf,inf,inf,inf,inf
371,.,11,19,inf,1.0,inf,0.5,1.0
372,@,11,20,inf,inf,inf,inf,inf
373,.,11,21,inf,1.0,inf,0.5,1.0
374,@,11,22,inf,inf,inf,inf,inf
375,.,11,23,1.0,1.0,inf,0.5,1.0
376,.,11,24,1.0,0.5,0.5,1.0,1.0
377,.,11,25,1.0,1.0,0.5,0.5,1.0
378,.,11,26,1.0,inf,0.5,inf,1.0
379,.,11,27,1.0,1.0,0.5,0.5,1.0
380,.,11,28,1.0,0.5,0.5,1.0,1.0
381,.,11,29,inf,1.0,0.5,0.5,1.0
382,@,11,30,inf,inf,inf,inf,inf
383,.,11,31,inf,1.0,inf,0.5,1.0
384,.,12,0,0.5,0.5,inf,1.0,1.0
385,.,12,1,inf,1.0,1.0,inf,1.0
386,@,12,2,inf,inf,inf,inf,inf
387,.,12,3,0.5,1.0,inf,0.5,1.0
388,.,12,4,0.5,0.5,1.0,1.0,1.0
389,.,12,5,0.5,1.0,1.0,0.5,1.0
390,.,12,6,0.5,0.5,1.0,1.0,1.0
391,.,12,7,inf,1.0,1.0,0.5,1.0
392,@,12,8,inf,inf,inf,inf,inf
393,.,12,9,inf,1.0,inf,0.5,1.0
394,@,12,10,inf,inf,inf,inf,inf
395,.,12,11,inf,1.0,inf,0.5,1.0
396,@,12,12,inf,inf,inf,inf,inf
397,@,12,13,inf,inf,inf,inf,inf
398,.,12,14,inf,0.5,inf,1.0,1.0
399,@,12,15,inf,inf,inf,inf,inf
400,.,12,16,0.5,0.5,inf,1.0,1.0
401,.,12,17,0.5,1.0,1.0,0.5,1.0
402,.,12,18,0.5,inf,1.0,inf,1.0
403,.,12,19,0.5,1.0,1.0,0.5,1.0
404,.,12,20,0.5,inf,1.0,inf,1.0
405,.,12,21,0.5,1.0,1.0,0.5,1.0
406,.,12,22,0.5,inf,1.0,1.0,1.0
407,.,12,23,0.5,1.0,1.0,0.5,1.0
408,.,12,24,0.5,0.5,1.0,1.0,1.0
409,.,12,25,inf,1.0,1.0,0.5,1.0
410,@,12,26,inf,inf,inf,inf,inf
411,.,12,27,0.5,1.0,inf,0.5,1.0
412,.,12,28,0.5,0.5,1.0,1.0,1.0
413,.,12,29,0.5,1.0,1.0,0.5,1.0
414,.,12,30,0.5,inf,1.0,inf,1.0
415,.,12,31,inf,1.0,1.0,0.5,1.0
416,.,13,0,inf,0.5,inf,1.0,1.0
417,@,13,1,inf,inf,inf,inf,inf
418,.,13,2,1.0,inf,inf,1.0,1.0
419,.,13,3,1.0,1.0,0.5,inf,1.0
420,.,13,4,1.0,0.5,0.5,inf,1.0
421,.,13,5,1.0,1.0,0.5,inf,1.0
422,.,13,6,1.0,0.5,0.5,1.0,1.0
423,.,13,7,1.0,1.0,0.5,0.5,1.0
424,.,13,8,1.0,inf,0.5,1.0,1.0
425,.,13,9,1.0,1.0,0.5,0.5,1.0
426,.,13,10,1.0,inf,0.5,1.0,1.0
427,.,13,11,1.0,1.0,0.5,0.5,1.0
428,.,13,12,1.0,inf,0.5,1.0,1.0
429,.,13,13,1.0,inf,0.5,inf,1.0
430,.,13,14,1.0,0.5,0.5,1.0,1.0
431,.,13,15,1.0,inf,0.5,0.5,1.0
432,.,13,16,1.0,0.5,0.5,1.0,1.0
433,.,13,17,inf,1.0,0.5,0.5,1.0
434,@,13,18,inf,inf,inf,inf,inf
435,.,13,19,inf,1.0,inf,0.5,1.0
436,@,13,20,inf,inf,inf,inf,inf
437,.,13,21,1.0,1.0,inf,0.5,1.0
438,.,13,22,1.0,0.5,0.5,1.0,1.0
439,.,13,23,1.0,1.0,0.5,inf,1.0
440,.,13,24,1.0,0.5,0.5,1.0,1.0
441,.,13,25,inf,1.0,0.5,0.5,1.0
442,@,13,26,inf,inf,inf,inf,inf
443,.,13,27,1.0,1.0,inf,0.5,1.0
444,.,13,28,1.0,0.5,0.5,1.0,1.0
445,.,13,29,inf,1.0,0.5,0.5,1.0
446,@,13,30,inf,inf,inf,inf,inf
447,.,13,31,inf,1.0,inf,0.5,1.0
448,.,14,0,0.5,0.5,inf,1.0,1.0
449,.,14,1,0.5,inf,1.0,0.5,1.0
450,.,14,2,inf,0.5,1.0,1.0,1.0
451,@,14,3,inf,inf,inf,inf,inf
452,@,14,4,inf,inf,inf,inf,inf
453,@,14,5,inf,inf,inf,inf,inf
454,.,14,6,0.5,0.5,inf,1.0,1.0
455,.,14,7,0.5,1.0,1.0,0.5,1.0
456,.,14,8,0.5,0.5,1.0,inf,1.0
457,.,14,9,0.5,1.0,1.0,0.5,1.0
458,.,14,10,0.5,0.5,1.0,1.0,1.0
459,.,14,11,0.5,1.0,1.0,0.5,1.0
460,.,14,12,inf,0.5,1.0,1.0,1.0
461,@,14,13,inf,inf,inf,inf,inf
462,.,14,14,0.5,0.5,inf,1.0,1.0
463,.,14,15,0.5,1.0,1.0,inf,1.0
464,.,14,16,0.5,0.5,1.0,1.0,1.0
465,.,14,17,0.5,1.0,1.0,inf,1.0
466,.,14,18,0.5,inf,1.0,1.0,1.0
467,.,14,19,0.5,1.0,1.0,0.5,1.0
468,.,14,20,0.5,inf,1.0,inf,1.0
469,.,14,21,0.5,1.0,1.0,0.5,1.0
470,.,14,22,inf,0.5,1.0,1.0,1.0
471,@,14,23,inf,inf,inf,inf,inf
472,.,14,24,0.5,0.5,inf,1.0,1.0
473,.,14,25,0.5,1.0,1.0,0.5,1.0
474,.,14,26,0.5,inf,1.0,1.0,1.0
475,.,14,27,0.5,1.0,1.0,0.5,1.0
476,.,14,28,0.5,0.5,1.0,1.0,1.0
477,.,14,29,0.5,1.0,1.0,0.5,1.0
478,.,14,30,0.5,inf,1.0,1.0,1.0
479,.,14,31,inf,1.0,1.0,0.5,1.0
480,.,15,0,1.0,0.5,inf,1.0,1.0
481,.,15,1,1.0,1.0,0.5,0.5,1.0
482,.,15,2,1.0,0.5,0.5,inf,1.0
483,.,15,3,1.0,inf,0.5,0.5,1.0
484,.,15,4,1.0,inf,0.5,1.0,1.0
485,.,15,5,1.0,inf,0.5,0.5,1.0
486,.,15,6,1.0,0.5,0.5,inf,1.0
487,.,15,7,inf,1.0,0.5,0.5,1.0
488,@,15,8,inf,inf,inf,inf,inf
489,.,15,9,1.0,1.0,inf,0.5,1.0
490,.,15,10,1.0,0.5,0.5,1.0,1.0
491,.,15,11,1.0,1.0,0.5,0.5,1.0
492,.,15,12,inf,0.5,0.5,1.0,1.0
493,@,15,13,inf,inf,inf,inf,inf
494,.,15,14,inf,0.5,inf,1.0,1.0
495,@,15,15,inf,inf,inf,inf,inf
496,.,15,16,inf,0.5,inf,1.0,1.0
497,@,15,17,inf,inf,inf,inf,inf
498,.,15,18,1.0,0.5,inf,1.0,1.0
499,.,15,19,inf,1.0,0.5,0.5,1.0
500,@,15,20,inf,inf,inf,inf,inf
501,.,15,21,1.0,1.0,inf,0.5,1.0
502,.,15,22,1.0,0.5,0.5,1.0,1.0
503,.,15,23,1.0,inf,0.5,inf,1.0
504,.,15,24,1.0,0.5,0.5,inf,1.0
505,.,15,25,1.0,1.0,0.5,inf,1.0
506,.,15,26,1.0,0.5,0.5,1.0,1.0
507,.,15,27,1.0,1.0,0.5,0.5,1.0
508,.,15,28,1.0,0.5,0.5,1.0,1.0
509,.,15,29,1.0,1.0,0.5,0.5,1.0
510,.,15,30,1.0,0.5,0.5,inf,1.0
511,.,15,31,inf,1.0,0.5,0.5,1.0
512,.,16,0,0.5,0.5,inf,1.0,1.0
513,.,16,1,inf,1.0,1.0,inf,1.0
514,@,16,2,inf,inf,inf,inf,inf
515,.,16,3,0.5,1.0,inf,0.5,1.0
516,.,16,4,0.5,0.5,1.0,1.0,1.0
517,.,16,5,inf,1.0,1.0,0.5,1.0
518,@,16,6,inf,inf,inf,inf,inf
519,.,16,7,0.5,1.0,inf,0.5,1.0
520,.,16,8,0.5,inf,1.0,inf,1.0
521,.,16,9,0.5,1.0,1.0,inf,1.0
522,.,16,10,0.5,0.5,1.0,inf,1.0
523,.,16,11,0.5,1.0,1.0,0.5,1.0
524,.,16,12,0.5,0.5,1.0,1.0,1.0
